geometry,bus,highway,name,public_transport,ref,name:ta,bench,check_date:shelter,lit,operator:wikidata,operator:wikipedia,route_ref,shelter,wheelchair,name:en,bin,tactile_paving,local_ref,operator,note,fixme,kerb,kerb:approach_aid,passenger_information_display,description,name:signed,addr:city,addr:postcode,addr:street,organic,shop,website,panoramax,disused,departures_board,loc_name,network,network:short,network:wikidata,network:wikipedia,designation,source,building,public_transport:version,alt_name,wikidata,wikipedia,addr:country,covered,sign,type,alt_name:en,access,amenity,fee
POINT (80.2672903 13.0007984),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2676685 12.9960874),yes,bus_stop,Besant Nagar,platform,,,yes,,yes,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2661449 13.0293213),yes,bus_stop,Mandaveli Post Office,platform,,,,,,,,,,,Mandaveli Post Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2638491 13.0288278),yes,bus_stop,Devanathan Street,platform,,,,,,,,,yes,,Devanathan Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.266243 13.027196),yes,bus_stop,Mandaveli,platform,,,yes,,,,,,,yes,Mandaveli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2651335 13.0248633),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2586885 13.0414805),yes,bus_stop,Narada Gana Sabha,platform,,நாரத கான சபா,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.259068 13.0417098),yes,bus_stop,Narada Gana Sabha,platform,,நாரத கான சபா,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2561629 13.0374839),yes,bus_stop,ஆழ்வார் பேட்டை,platform,,ஆழ்வார் பேட்டை,,,,,,,yes,,Alwarpet,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2069875 12.9652457),yes,bus_stop,Ram Nagar,platform,,ராம் நகர்,no,,no,,,M1,no,yes,,,no,,,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2039738 13.0545015),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2042343 13.0544382),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2013161 13.0546223),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2455135 13.0394488),yes,bus_stop,Aalaiamman Koil,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2463099 13.0065537),yes,bus_stop,Madya Kailash,platform,,,yes,,yes,,,,yes,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.194058 13.0573428),yes,bus_stop,Natesa Nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1945516 13.0576459),yes,bus_stop,Natesa Nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1953348 13.0598825),yes,bus_stop,Sai Nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2148572 13.0498765),yes,bus_stop,Vadapalani Koil bus stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1921188 13.0525853),yes,bus_stop,Elango Nagar,platform,,இளங்கோ நகர் பேருந்து நிறுத்தம்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.197845 13.0473925),yes,bus_stop,Avichi bus stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1781903 13.0419272),yes,bus_stop,Kesavardhini bus stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2773605 13.0515688),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.239926 13.0977818),,bus_stop,Sayani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2423446 13.1089416),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1786556 13.0242582),yes,bus_stop,Larsen & Toubro,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2394822 13.0463818),yes,bus_stop,Thirumalai Pillai Road,platform,,,,,,,,147C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1851648 13.0442357),yes,bus_stop,Alwarthirunagar,platform,,,yes,,yes,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2205217 13.0743151),yes,bus_stop,Ampa Skywalk,platform,,,,,,,,15B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2479182 13.0531886),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2161796 12.9022643),yes,bus_stop,டோல் கேட்,platform,,,,,,,,,,,Toll Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2730145 13.0812054),yes,bus_stop,Ripon Building,platform,,ரிப்பன் கட்டிடம்,yes,,yes,,,,yes,yes,Ripon Building,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2714362 13.0750408),yes,bus_stop,Chintadripet,platform,,சிந்தாதிரிப்பேட்டை,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2459642 13.16683),yes,bus_stop,Mathur Gate,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2056611 12.9404138),yes,bus_stop,Narayanapuram,platform,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1902132 13.0463902),yes,bus_stop,Virugambakkam,platform,,விருகம்பாக்கம்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2534748 13.067506),yes,bus_stop,DPI,platform,,டிபிஐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2589582 13.0644904),yes,bus_stop,Ethiraj College,platform,,எத்திராஜ் கல்லூரி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2588711 13.0643704),yes,bus_stop,Ethiraj College,platform,,எத்திராஜ் கல்லூரி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.211988 13.0488793),yes,bus_stop,Vadapalani Junction,platform,,வடபழனி சந்திப்பு,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2098628 13.007729),yes,bus_stop,Guindy,platform,,கிண்டி,no,,yes,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1839234 13.0210492),yes,bus_stop,Rampuram MIOT Hospital,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1838081 13.0208127),yes,bus_stop,MIOT Hospital,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1799082 13.0317215),yes,bus_stop,SRM College Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1839637 13.0314288),yes,bus_stop,Arasamaram Bus Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1836954 13.0289829),yes,bus_stop,Rayala Nagar Bus Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1817554 13.0312474),yes,bus_stop,St. Johns School Bus stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1969563 13.0393621),yes,bus_stop,Ayyapan Koil,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1967337 13.0414839),yes,bus_stop,Amman Koil,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1992208 13.0388666),yes,bus_stop,PSBB,platform,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
POINT (80.199263 13.041139),yes,bus_stop,PSBB School,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1932226 13.0417139),yes,bus_stop,Pondicherry Guest house,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1926862 13.0381601),yes,bus_stop,Nesapakkam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1964198 13.0373344),yes,bus_stop,Ajantha,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2017334 13.0364268),yes,bus_stop,MGR Nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2050136 13.0407523),yes,bus_stop,Pilliayar Koil,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2053891 13.0411599),yes,bus_stop,Sivan Park,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2122049 13.0316543),yes,bus_stop,Ashok Pillar (Towards K.K Nagar & Porur),platform,,,,,,,,,,,,,,,,For Buses towards K.K Nagar and Porur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2119909 13.032555),yes,bus_stop,Ashok Pillar,platform,,அசோக் பில்லர்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2119045 13.0350618),yes,bus_stop,Ashok Pillar,platform,,,,,,,,D70;M70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2082567 13.0351977),yes,bus_stop,ESIC,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1467353 13.0229376),yes,bus_stop,Madanandhapuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.254263 13.0272893),yes,bus_stop,R.A. Puram,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2757841 13.0867314),yes,bus_stop,Chataram Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1998698 13.1210128),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2490952 12.9966477),yes,bus_stop,Women's polytechnic,platform,,,yes,,no,,,,yes,,,no,,,MTC,,,,,,,,,,,,,,,,,WPT,19B,,,,,,,,,,,,,,,,,,
POINT (80.2489226 12.9981822),yes,bus_stop,Women's polytechnic,platform,,,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2508691 12.9893849),yes,bus_stop,Tidel park,platform,,டைடல் பார்க்,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2506682 12.9911334),yes,bus_stop,Tidel Park,platform,,டைடல் பார்க்,yes,,,,,,yes,,,yes,,,MTC,,,,,,,,,,,,,,,,,,19B,,,,,,,,,,,,,,,,,,
POINT (80.2474452 13.0034788),yes,bus_stop,VHS Hospital,platform,,,yes,,no,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2647294 13.0571946),yes,bus_stop,Woodlands Theatre,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2649869 13.057111),yes,bus_stop,Woodlands Theatre / Wesley school,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2657999 13.0642263),yes,bus_stop,L.I.C,platform,,,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.261006 13.0475472),yes,bus_stop,Music Academy,platform,,மியூசிக் அகாடமி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2625181 13.0508912),yes,bus_stop,Gowdia Mutt Road,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2639569 13.0521591),yes,bus_stop,Royapettah High Road Police Station,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.202201 12.9284375),yes,bus_stop,Oil Mill,platform,,,,,,Q5589327,en:Government of Tamil Nadu,,no,,,,,Oil Mill,Government of Tamil Nadu,,,,,,,,,,,,,,,,,,Metropolitan Transport Corporation,MTC,Q6825287,en:Metropolitan Transport Corporation (Chennai),,,,,,,,,,,,,,,
POINT (80.2626599 13.0202075),yes,bus_stop,Narayanasamy Thottam,,,நாராயணசாமி தோட்டம்,,,,,,,,,Narayanasamy Thottam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2564812 12.9639187),yes,bus_stop,Arsasi Mandi,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2478057 12.9665741),yes,bus_stop,Kandanchavadi,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2482764 12.9669208),yes,bus_stop,Kandanchavadi,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2577701 12.969085),yes,bus_stop,Kottivakkam,platform,,கொட்டிவாக்கம்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2576146 12.9694054),yes,bus_stop,Kottivakkam,platform,,கொட்டிவாக்கம்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2525895 12.979143),yes,bus_stop,SRP Tools,platform,,எஸ்ஆர்பி டூல்ஸ்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2528353 12.9794944),yes,bus_stop,SRP Tools,platform,,எஸ்ஆர்பி டூல்ஸ்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2371784 13.1415836),yes,bus_stop,Thabal Petti,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.20255 12.9290533),yes,bus_stop,Oil Mill,platform,,,,,,,,,,,,,,Oil Mill Bustop,,,,,,,,,,,,,,,,,,,,,,,Oil Mill Bustop Towards Velachery,,,,,,,,,,,,,,
POINT (80.2523565 12.9847375),yes,bus_stop,National Institute of Fashion Technology (N.I.F.T),platform,,,,,,,,M1;M70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2503872 12.9861494),yes,bus_stop,Spastic Society,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.244571 12.9861778),yes,bus_stop,Tech Park,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2502837 12.9863453),yes,bus_stop,Spastic Society,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2444706 12.9863612),yes,bus_stop,Tech Park,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2330053 13.0466924),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2597715 13.0440218),yes,bus_stop,C.I.T. Colony,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2596312 13.0443128),yes,bus_stop,C.I.T. Colony,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2189421 12.9712721),yes,bus_stop,Velachery Railway Station,platform,,வேளச்சேரி ரயில் நிலையம்,yes,,,,,51;M1;V51,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,
POINT (80.214339 13.0505119),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2034407 12.9485432),yes,bus_stop,Narayana puram,,,நாராயண புரம்,,,,,,,,,,,,Narayanapuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2033549 12.9487941),yes,bus_stop,Narayana puram,,,நாராயண புரம்,,,,,,,,,,,,Narayana puram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1880722 12.9806753),yes,bus_stop,Roja Medicals,platform,,ரோஜா மருந்தகம்,,,,,,,,,,,,,,,,,,,,,,600061,"6th Main Road, Nanganallur",,,,,,,,,,,,,,roof,,,,,,,,,,,,
POINT (80.2159702 12.9639064),yes,bus_stop,Kaiveli,platform,Kaiveli,,,,,,,51;M1;V51,,limited,,,,Kaiveli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2160859 12.9633783),yes,bus_stop,Kaiveli,platform,,,,,,Q5589327,en:Government of Tamil Nadu,,yes,yes,,,,,Government of Tamil Nadu,,,,,,,,,,,,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,Q6825287,en:Metropolitan Transport Corporation (Chennai),,,,,,,,,,,,,,,
POINT (80.2206213 13.0363098),yes,bus_stop,Postal Colony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2208949 13.0370153),yes,bus_stop,Postal Colony,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2161535 13.0343805),yes,bus_stop,Ram Colony,platform,,,,,,,,,,,,,,Ram Colony Bus Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2161173 13.0418514),yes,bus_stop,Pudhur High School Bus Stop,platform,,,,,,,,,,,,,,Pudhur High School Bus Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2160469 13.0416992),yes,bus_stop,Pudhur High School Bus Stop,platform,,,,,,,,,,,,,,Pudhur High School Bus Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2162105 13.0343297),yes,bus_stop,Ram Colony,platform,,,,,,,,,,,,,,Ram Colony Bus Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1651227 13.0383858),yes,bus_stop,Lakshmi Nagar,platform,,லட்சுமி நகர்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2040466 12.9338132),yes,bus_stop,Pallikaranai,platform,,பள்ளிக்கரணை,,,,Q5589327,en:Government of Tamil Nadu,,,,,,,Pallikaranai Stop,Government of Tamil Nadu,,,,,,,,,,,,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,Q6825287,en:Metropolitan Transport Corporation (Chennai),,,,,,,,,,,,,,,
POINT (80.1744872 13.0148049),yes,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1852853 12.9878498),yes,bus_stop,Pazhavanthangal,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1884958 12.9828496),yes,bus_stop,,platform,,,,,,,,,,,,,,Chidambaram Stores Bus Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1884954 12.9858342),yes,bus_stop,Nanganallur Market,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2162638 12.997438),yes,bus_stop,Five Furlong Road,stop_position,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2165418 12.9974054),yes,bus_stop,Velachery Check Post,stop_position,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2164502 12.9974127),yes,bus_stop,Velachery Check Post,stop_position,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2198196 13.0244589),yes,bus_stop,West Saidapet,platform,,மேற்கு சைதாப்பேட்டை,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.211347 13.0092567),yes,bus_stop,Guindy,platform,,கிண்டி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2252558 13.0208206),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.271371 13.0749522),yes,bus_stop,Chintadripet,platform,,சிந்தாதிரிப்பேட்டை,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2276336 12.9902736),yes,bus_stop,,platform,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2071743 13.0488035),yes,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2189211 13.0923311),yes,bus_stop,K4 Police Station,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2658589 13.0642741),yes,bus_stop,L.I.C,platform,,எல்.ஐ.சி.,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2659171 13.0643262),yes,bus_stop,L.I.C,platform,,எல்.ஐ.சி.,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2659784 13.0643752),yes,bus_stop,L.I.C,platform,,எல்.ஐ.சி.,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2597741 13.0592806),yes,bus_stop,TVS,platform,,டி.வி.எஸ்,yes,,,,,,yes,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2598375 13.0593336),yes,bus_stop,TVS,platform,,டி.வி.எஸ்,yes,,,,,,yes,,,yes,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2595362 13.0593726),yes,bus_stop,TVS,platform,,டி.வி.எஸ்,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.26254 13.0607702),yes,bus_stop,TVS,platform,,டி.வி.எஸ்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2596151 13.0594322),yes,bus_stop,TVS,platform,,டி.வி.எஸ்,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2596874 13.0594885),yes,bus_stop,TVS,platform,,டி.வி.எஸ்,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2770347 13.0817908),yes,bus_stop,General Hospital,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2772826 13.0818202),yes,bus_stop,General Hospital,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2775047 13.0818538),yes,bus_stop,General Hospital,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2777397 13.0818727),yes,bus_stop,General Hospital (Central),platform,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
POINT (80.2637854 13.0628652),yes,bus_stop,LIC,platform,,எல்.ஐ.சி.,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2638825 13.0629492),yes,bus_stop,LIC,platform,,எல்.ஐ.சி.,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2663928 13.064682),yes,bus_stop,L.I.C,platform,,எல்.ஐ.சி.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2661116 13.064772),yes,bus_stop,LIC,platform,,எல்.ஐ.சி.,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2883335 13.0810225),yes,bus_stop,Secretariat,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
