geometry,addr:postcode,amenity,healthcare,healthcare:speciality,name,name:en,name:etymology:wikidata,name:ta,operator,wikidata,wikipedia,addr:district,addr:full,addr:state,operator:type,source,website,addr:subdistrict,email,operator:wikidata,operator:wikipedia,addr:block,addr:city,check_date,wikimedia_commons,addr:street,phone,wheelchair,opening_hours,addr:housenumber,designation,addr:interpolation,emergency,addr:housename,addr:neighbourhood,addr:suburb,note,is_in,description,internet_access,contact:phone,payment:cash,payment:credit_cards,payment:debit_cards,alt_name,start_date,whatsapp,speciality,image,mobile,payment:google_pay,payment:insurance,contact:mobile,name:hi,name:ml,building,official_name,operator:short,landuse,short_name,name:tn,fax,building:levels,comment,contact:email,type
POINT (80.2476483 13.0518247),600034,hospital,hospital,,Chitra's Ent Laser Hospital,,,,,,,Chennai,"No.30C, Cathedral Garden Road, Nungambakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2313016 13.0395483),600017,hospital,hospital,,Kottakkal Arya Vaidya Sala,,,,,,,Chennai,"Mangesh Street, T Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2998984 13.1512288),600019,hospital,hospital,,"Rohit Hospital, Tiruvallur",,,,,,,Tiruvallur,"#98/1031, T H Road Kaladipet Chennai Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2146873 13.0405732),600083,hospital,hospital,,Je Nesam Hospital,,,,,,,Chennai,"Door No.1, 40Th Street, 1St Floor, Opposite To Jfa, Near Ashok Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2619625 13.0376198),600004,hospital,hospital,,Chennai Meenakshi Multispeciality Hospital Ltd,,,,,,,Chennai,"148, Luz Church Road Mylapore",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2592924 13.0210394),600028,hospital,hospital,,Chennai Skin Foundation and Yesudian Research Institute,,,,,,,Chennai,"No:12/2, Bagirathi Ammal Street, C P Ramasamy Road, R.A.Puram",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.228278 13.0743327),600032,hospital,hospital,,Dr.Mu.Va.Hospital,,,,,,,Chennai,"6,Kanniamman,Koil Street,Shenoy Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1798642 13.0844527),600037,hospital,hospital,,Cholayil Sanjeevanam Ayurveda,,,,,,,Tiruvallur,"50, Block 1 1st Flr Amm Towers",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2927141 13.1456863),600019,hospital,hospital,,"Vandana Hospital, Tiruvallur",,,,,,,Tiruvallur,"No.96, Village Street, Tollgate, Sathuma Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2705644 13.0641326),600002,hospital,hospital,,Mysaan Hospital,,,,,,,Chennai,"19/10, Thayar Street, Mount Road",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1979979 13.0462892),600043,hospital,hospital,,V H M Hospitals Pvt Ltd,,,,,,,Kanchipuram,"No-4, Lal Bahadur Sastry Street Sathya Garden, Saligramam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1989025 13.0807741),600040,hospital,hospital,,Robin and Robin Health Care,,,,,,,Chennai,162/16 Mangalam Colony 7Th Avennue Anna Nagar,Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.215956 13.0850496),600040,hospital,hospital,,West Madras Medical Centre,,,,,,,Chennai,"W-98, Second Avenue Anna Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2568208 13.0390564),600018,hospital,hospital,,"Kauvery Hospital, Chennai",,,,,,,Chennai,"#81, Ttk Road,Alwarpet",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2179844 13.0916495),600040,hospital,hospital,,Rathi Med Speciality Hospital,,,,,,,Chennai,"63, Old No. 102, Q Block, 3Road Avenue , Annanagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.255186 12.9507835),600115,hospital,hospital,general,Santhi Hospital,,,,Private,,,Chennai,"#18, East Coast Road,Near Neelangarai Bus Stop,Neelangarai",Tamil Nadu,private,local knowledge,,,,,,,சென்னை - Chennai,,,East Coast Road SH49,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2159721 13.08497),600040,hospital,hospital,,Sunder Eye Hospital,,,,,,,Chennai,"W - 98, Second Avenue West Madras Medical Centre",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2636349 13.0435469),600004,hospital,hospital,,Laksha Hospital,,,,,,,Chennai,"No.15, P.S.Sivasamy Salai Road, P.S.Sivasamy Salai",Tamil Nadu,private,OpenGovernmentData,http://www.lakshahospitals.com/,Mylapore,admin@lakshahospitals.com; stemcell@lakshahospitals.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2087516 13.1368213),600099,hospital,hospital,,"Lake View Hospital, Tiruvallur",,,,,,,Tiruvallur,"#100 A, Perambur -Redhills Road ,Near Secretariat Colony Bus Stop,Lakshmipuram",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2547595 13.0893773),600007,hospital,hospital,,Narayanaa Hospital,,,,,,,Chennai,"No.18, Tana Street, Purasawalkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2623196 13.0269457),600028,hospital,,,Janamma Hospital,Janamma Hospital,,,,,,Chennai,"38/56, Near Bank Of Baroda, Venkata Krishna Road, Jeth Nagar, Mandaveli",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.253244 13.0821536),600084,hospital,hospital,,"Noble Hospital, Chennai",,,,,,,Chennai,"4 Adiappa Mudali Street,Purasaiwalkam Flowers Road",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2934799 13.1354513),600081,hospital,hospital,,"J.K. Hospital, Chennai",,,,,,,Chennai,"New No.303,Old No.99, T.H.Road",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2622388 13.0222055),600028,hospital,hospital,,Indira Eye Hospital,,,,,,,Chennai,No 5 School View Road R K Nagar,Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2057502 13.0766658),600006,hospital,,,Indian Hospitals,,,,,,,Chennai,"No. 1051, P.H.Road, Arumbakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2952072 13.1119458),600013,hospital,hospital,,Diabetes Research Centre and M.V.Hospital For Diabetes,,,,,Q30270047,,Chennai,"No.4, West Mada Church Street",Tamil Nadu,private,OpenGovernmentData,https://www.mvdiabetes.com/,Royapuram,drvijay@mvdiabetes.com; appointments@mvdiabetes.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2551001 12.9504267),600041,hospital,hospital,,"Vasan Eye Care Hospital, Neelankarai",,,,,,,Chennai,"No 20, Thamirabarani Towers, Ecr Road, Kabaliswarer Nagar, Neelankarai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2459216 13.0776912),600010,hospital,hospital,,Apollo First Medical Foundation,,,,,,,Chennai,"154, Poonta Nala High. Road,Kilpauk, Near , K.Mc. Hospital",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo FirstMed,,,,,,,,,,,,,,,,,,,,,
POINT (80.2357346 13.0739408),600031,hospital,hospital,,Josephs Nursing Home,,,,,,,Chennai,"10-A, Dr. Guruswamy Road, Chetpet",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2603345 12.9958562),600041,hospital,hospital,,Jayam Polyclinc,,,,,,,Chennai,"No-58, M G Road, Thiruvanmiyur",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2415295 13.0778545),600010,hospital,hospital,,Jayadev Polyclinic Hospital,,,,,,,Chennai,"No : 814, Poonamallee High Road ., Kilpauk",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2302911 13.0600349),600094,hospital,hospital,,Kummaran Eye Speciality Centre,,,,,,,Chennai,"67/79, Choolaimedu High Road",Tamil Nadu,private,OpenGovernmentData,http://www.kumaraneyecare.in/,Choolaimedu,murugesankumaran@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2421558 13.1282303),600060,hospital,hospital,,Kvt Health Centre,,,,,,,Chennai,"Moolakadai Junction, Moolkadai, Gnt Road, Moolakadai",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2916855 13.1302259),600081,hospital,hospital,,Ezhil Hospital,,,,,,,Chennai,"583, Thiruvottiyur High Road, Near Apollo, Tondiarpet",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.220851 13.0842489),600102,hospital,hospital,,Premier Health Center,,,,,,,Chennai,"B-Block,1/2 Second Avenue,Anna Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2527237 13.0731975),600031,hospital,hospital,,Vasantha Subramanian Hospitals Pvt Ltd,,,,,,,Chennai,"13, East Spurtank Road, Chetpet",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2812195 13.1109009),600021,hospital,hospital,,"Vasan Eye Care Hospital, Tondiarpet",,,,,,,Chennai,"New No 976, Old No 447, T H Road,Old Washermenpet, Opp To Nirmala Silks,Tondiarpet",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2220044 13.0461063),600024,hospital,hospital,,Madras Poly Clinic and R.R. Scan,,,,,,,Chennai,5 Kannadasan St.Ranga Rajapuram,Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1747546 13.0411063),600087,hospital,,,"Vasan Eye Care Hospital, Valasaravakkam",,,,,,,Tiruvallur,"No 50, Arcot Road, Valasaravakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2576911 13.0535505),600086,hospital,hospital,,Life Medhospital,,,,,,,Chennai,"32/12, Next To Gopalapuram Boys High School Play Ground, Gopalapuram, Conran Smith Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2421169 13.0884107),600019,hospital,hospital,,"K.M. Hospitals, Chennai",,,,,,,Tiruvallur,"No.167,E.H.Road,Vyasarpadi,Sharma Nagar,Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2357775 13.0741955),600031,hospital,hospital,,Zubeda Hospitals Ltd.,,,,,,,Chennai,"# 10, Dr. Guruswamy Road",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2740124 13.0584745),600005,hospital,hospital,,RR Multispeciality Hospital,,,,,,,Chennai,"Near Rathna Cafe Hotel, Triplicane, T.H. Road",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2367672 13.0743836),600001,hospital,hospital,,Dr.Manju Kulkarni Hospital,,,,,,,Chennai,"No,18,Nowroji Road",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2241461 13.0473239),600024,hospital,hospital,,S.V. Bone And Joint Hospital,,,,,,,Chennai,"New No: 177, Old No:77, Rangarajapuram Road, Kodambakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1927643 12.9652266),600091,hospital,hospital,,Sri G.M. Hospital,,,,,,,Kanchipuram,"#.39, Sabari Salai,Madipakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2362643 13.0981213),600023,hospital,hospital,,Sri Eshodha Hospital,,,,,,,Chennai,"No.46, Konnur High Road Ayanavaram",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1851381 12.97853),600061,hospital,hospital,,Srichakara Multispeciality Hospital,,,,,,,Kancheepuram,"Chennai, No 1 Civil Aviation Colony, 100 Feet Road, Nanganallur",Tamil Nadu,,OpenGovernmentData,,Tambaram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2328438 13.1160177),600011,hospital,hospital,multi speciality,Abhijay Hospital,,,,,,,Chennai,"No.22/2, E.S.I.Hospital Road",Tamil Nadu,private,OpenGovernmentData,https://www.abhijayhospital.com/,Peravallur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2778479 13.0350623),600004,hospital,hospital,,"Sinus And Nose Hospital - Mylapore, Chennai",,,,,,,Chennai,"35 A, Santhome High Road, Marina Beach",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1904562 12.9697917),600091,hospital,hospital,,Sibi Hospital,,,,,,,Kanchipuram,"Plot No. 5, Medavakkam Main Road, , Madipakkam,Near Madipakkam Koot Oad",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.185987 12.9857914),600 061,hospital,hospital,,Sri Venkateshwara`s C.M. Hospital,,,,,,,Chennai,"No.1, 47th Street, 5th Main Road",Tamil Nadu,private,OpenGovernmentData,https://cmhospital.in/,Nanganallur,info@cmhospital.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2466847 13.1100467),600011,hospital,hospital,,Srinivas Priya Hospital (P) Ltd,,,,,,,Chennai,"Old No.89,& New No.106 Pate Road Perambur, (Near Perambur Railway Station), Patel Road",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2195783 13.0725279),600029,hospital,hospital,,"M.R. Hospital, Chennai",,,,,,,Chennai,"New No. 12 Old No.20, Govindan Street Ayyavoo, Naidu Colony, Aminjikarai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2336653 13.0810328),600010,hospital,hospital,,M. N. Orthopaedic Hospital,,,,,,,Chennai,"No. 14, Bank Street Off New Avadi Road, Kilpauk",Tamil Nadu,,OpenGovernmentData,https://www.mnorthohosp.com/,,,,,,,,,,+914426442279,,,,,,yes,,,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,
POINT (80.2956927 13.1121574),600013,hospital,,,M V Hospital For Diabetes Pvt Ltd,,,,,,,Chennai,"No-4, West Mada Church Street, Royapuram",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2603599 12.996767),600020,hospital,hospital,ophthalmology,M N Eye Hospital,,,,,,,Chennai,"33, Mahatma Gandhi Road, Sastri Nagar, 2nd Avenue, Adyar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2864189 13.1170802),600021,hospital,hospital,multi speciality,"A.V. Hospital, Chennai",,,,,,,Chennai,"# 172, Solaiappan Stree, Near Maharani Theatre",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2309737 13.1122162),600082,hospital,hospital,,N.R. Hospital,,,,,,,Chennai,7(1/1A)1st Main Road Jawahar Nagar,Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2597135 13.0965878),600012,hospital,hospital,,N.R. Medical Home Private Limited,,,,,,,Chennai,"No 1, Binny Colony, Perambur Barracks Road, Behind Binny Cloth Show Room",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.289427 13.117412),600021,hospital,hospital,,Nagamani Hospitals Private Limited,,,,,,,Chennai,"# 116,118, Rajarathinam Saalai, (G.A. Road)",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2610184 13.1184216),600039,hospital,hospital,,Nalamm Hospital Pvt Ltd,,,,,,,Chennai,"10A/3 I Cross Street, M K B Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2615173 13.0328516),600018,hospital,hospital,,Nandalala Medical Foundation,,,,,,,Chennai,"Thoppu New No.2,(Old No.64),Dr.Ranga Road, Abiramapuram",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2138799 13.1308907),600099,hospital,hospital,,Sri Kumaran Health Centre,,,,,,,Thiruvallur,"No:1419, Chennai, 200 Feet,Retteri Junction,Kolathur",Tamil Nadu,,OpenGovernmentData,,Mathavaram,,,,Madhavaram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2247932 12.9784706),600042,hospital,hospital,,Nandhini Hospital,,,,,,,Chennai,"40B, Tansi Nagar Vii St, Velachery",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2607878 13.0265108),600028,hospital,hospital,,Navasuja Sankara Nethralaya,Navasuja Sankara Nethralaya,,,,,,Chennai,"73 Venkatakrishna Road, Ra Puram",Tamil Nadu,,OpenGovernmentData,,,,,,,,2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2030747 13.083452),600040,hospital,hospital,,Neomed Hospital - Chennai,,,,,,,Chennai,"2181 L Block 12Th Main Road, Anna Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2311185 13.0316469),600017,hospital,hospital,,"New Balaji Hospital, Chennai",,,,,,,Chennai,"49 Srinivasa Reddu Street,T Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2414826 13.0777579),600106,hospital,hospital,,New Hope Indian Specilaity Hospital,,,,,,,Chennai,"No 1051, Poonamallee High Road, Arumbakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2415201 13.0776821),600010,hospital,hospital,,New Hope Medical Centre Pvt. Ltd,,,,,,,Chennai,"No. 814, Poonamallee High Road, Kilpauk",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2940284 13.111251),600013,hospital,hospital,,Nichani Health Centre,,,,,,,Chennai,"10, Arthoon Road Royapuram",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1507749 13.1184222),600053,hospital,,,Om Shakthi Hospital,,,,,,,Tiruvallur,"No. 11, Old B.O.B. St. Secretariate Colony",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2086724 13.0390564),600083,hospital,hospital,,Orthopedic and Specialities Hospital,,,,,,,Chennai,"No. 25, 10Th Avenue, Ashoknagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2537027 12.9996223),600020,hospital,hospital,,Padmapriya Hospital Pvt. Ltd.,,,,,,,Chennai,"No. -28, 1st Avenue, Indira Nagar, Adyar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2235084 13.0122123),624601,hospital,,,Palani Balaji Fertility Centre,,,,,,,Dindigul,"4/12A, Anna Nagar,Palani",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2126005 13.0420391),600083,hospital,hospital,,Pallava Hospital,,,,,,,Chennai,"No.19A, Next To Bhuari Hotel, Ashok Nagar, First Avenue",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1835965 12.9801472),600061,hospital,hospital,,Pankajam Memorial Hospital,,,,,,,Kanchipuram,"C3, Hindu Colony, Nanganallur",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2523656 13.060131),600006,hospital,hospital,,Apollo Childrens Hospital,,,,,,,Chennai,"No.15, Thousand Lights, Shafee Mohammed Road",Tamil Nadu,private,OpenGovernmentData,https://www.apollohospitals.com/Apollo_Children/,,enquiry@apollohospitals.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2337551 13.0356881),600017,hospital,hospital,,Anuradha Maternity Centre,,,,,,,Chennai,"31,Dhandapani Street,T.Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2511633 13.0919709),600012,hospital,hospital,,Shri Balaji Hospital - Chennai,,,,,,,Chennai,"No-36, Brickkiln Road Near Abirani Theatre",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.222632 13.0710341),600026,hospital,hospital,,Tamil Nadu Urological Research Centre,,,,,,,Chennai,"No.76,Nelson Manickam Road, Aminjikaral",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3018933 13.1577727),600019,hospital,hospital,,Sss Hospital,,,,,,,Tiruvallur,"No: 924, T H Road Near Ellaiamman Koil",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2300054 13.0517176),600024,hospital,hospital,,"Thulasi Krishna Nursing Home, Kodambakkam",,,,,,,Chennai,"# 5, First Street, Taylors Estate, Kodambakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3032967 13.1652175),600019,hospital,hospital,,"Sugam Hospital, Tiruvallur",,,,,,,Tiruvallur,"#349, ,Thiruvottiyur High Road,Thiruvottiyur",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2382156 13.074266),600031,hospital,hospital,,Dr. Agarwal's Eye Hospital,,,,Dr. Agarwal's Eye Hospital,,,Chennai,"No. 11, M C. Nichols Road, 4Th Lane, Opposite To Chetpet Police Station Chetpet",Tamil Nadu,private,OpenGovernmentData,,,,Q17052044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2244673 13.0850183),600102,hospital,hospital,,Selvarangam Hospital,,,,,,,Chennai,"C-54, 1 St Main Road, Anna Nagar East, Near Chinthamani Supermarket",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2505444 13.0670837),600006,hospital,hospital,,"Sankara Nethralaya, Chennai",,,,,,,Chennai,"(A Unit Of Medical Research Foundation)41/18, College Road, Nungambakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
