geometry,amenity,atm,brand,brand:wikidata,brand:wikipedia,name,name:en,short_name,branch,website,brand:en,brand:hi,brand:kn,brand:pa,brand:pnb,brand:ur,brand:wikipedia:pa,name:hi,name:kn,name:pa,name:pnb,name:ur,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,phone,drive_through,created_by,operator,brand:ta,name:ta,old_name,source,air_conditioning,check_date,currency:INR,internet_access,addr:housename,designation,email,postal_code,level,addr:block,addr:suburb,wheelchair,operator:wikidata,operator:wikipedia,brand:fa,brand:mr,brand:website,name:fa,name:mr,short_name:pa,short_name:ur,office,not:brand:wikidata,description,image,opening_hours:covid19,internet_access:fee,building,addr:district,note,building:levels,addr:full
POINT (80.2783908 13.0867154),bank,yes,Tamilnad Mercantile Bank Limited,Q2044991,,Tamilnad Mercantile Bank Limited,,,,,,,,,,,,,,,,,Chennai,,600003,"Ponnappa Chetty Street, Mint street, Park Town,",24/7,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tmbnet.in/index.htm,,,,,,,
POINT (80.2786241 13.0867859),bank,no,,,,"MHPFNL - ""Mylapore Hindu Permanent Fund Nidhi Ltd.""",,,,https://www.mhpf.in/,,,,,,,,,,,,,Chennai,New 425,600003,"Mint Street, Park Town,","Mo,Tu,Th-Sa 09:00-13:00,14:00-17:00; We off; Su 09:00-13:00",,no,,Benefit Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.mhpf.in/img/logo/logo.jpg,,,,,,,
POINT (80.2611433 13.0815279),bank,,Indian Overseas Bank,Q2003611,en:Indian Overseas Bank,Indian Overseas Bank,,,Vepery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2522371 13.0786074),bank,,State Bank of India,Q1340361,en:State Bank of India,State Bank of India,,SBI,PH Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2445454 13.0779615),bank,,Punjab National Bank,Q2743499,en:Punjab National Bank,Punjab National Bank,,,Vepery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1902072 12.9692553),bank,,ICICI Bank,Q1653258,en:ICICI Bank,ICICI Bank,,ICICI,,,,,,,,,,,,,,,Chennai,3/192,600091,Mount - Medavakkam Road,Mo-Fr 10:00-16:00; Su off,,,,ICICI Bank,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1905321 12.9709471),bank,,Canara Bank,Q2003777,en:Canara Bank,Canara Bank,Canara Bank,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,ਕੇਨਰਾ ਬੈਂਕ,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,Chennai,1,600091,Vigneshwara Nagar First Street,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1905068 12.970957),bank,,Tamilnad Mercantile Bank Limited,Q2044991,en:Tamilnad Mercantile Bank Limited,Tamilnad Mercantile Bank Limited,,,,,,,,,,,,,,,,,Chennai,1,600091,விக்னேஷ்வரா நகர் 1வது தெரு,,,,,Tamilnad Mercantile Bank Limited,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1882555 12.9829761),bank,yes,IndusInd Bank,Q2040323,en:IndusInd Bank,IndusInd Bank,,,,,,,,,,,,,,,,,Chennai,25,600061,4th Main Road,,,,,IndusInd Bank,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1885166 12.9830599),bank,yes,RBL Bank,Q13120398,en:RBL Bank,RBL Bank,,,,,,,,,,,,,,,,,Chennai,1,600061,1st Main Road,,,,,RBL Bank,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2193388 12.9727296),bank,,Canara Bank,Q2003777,en:Canara Bank,Canara Bank,Canara Bank,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,ਕੇਨਰਾ ਬੈਂਕ,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,Chennai,,600042,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2194649 12.9729804),bank,,Karur Vysya Bank,Q6373724,en:Karur Vysya Bank,Karur Vysya Bank,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 09:30-13:00,13:30-15:30",+91 44 2259 3239,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2250881 12.9780081),bank,,Union Bank of India,Q2004078,en:Union Bank of India,Union Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2237735 12.9826346),bank,,Punjab National Bank,Q2743499,en:Punjab National Bank,Punjab National Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2235869 12.9827611),bank,,TNSC Bank,Q23074195,en:TNSC Bank,Chennai Central Co-operative Bank,,,,,,,,,,,,,,,,,Chennai,10-11A,,Dhandeeshwaram 3rd Main Road,,+91 44 2243 0623,,,Tamil Nadu State Apex Co-operative Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Sa 08:30-10:30,13:30-14:30; Sa[2,4] off;",,,,,,
POINT (80.2217396 12.9825077),bank,,Kotak Mahindra Bank,Q2040404,en:Kotak Mahindra Bank,Kotak Mahindra Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2216938 12.9823172),bank,,TNSC Bank,Q23074195,en:TNSC Bank,Tamil Nadu State Apex Co-operative Bank,,,,,,,,,,,,,,,,,Chennai,51A,600042,Velachery Main Road,,+91 44 2244 0803,,,Tamil Nadu State Apex Co-operative Bank,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Mo-Sa 09:30-13:30,14:00-16:00; Sa[2,4] off;",,,,,,
POINT (80.2224084 12.9764294),bank,,Canara Bank,Q2003777,en:Canara Bank,Canara Bank,Canara Bank,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,ਕੇਨਰਾ ਬੈਂਕ,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2208757 12.9806353),bank,,HDFC Bank,Q631047,en:HDFC Bank,HDFC Bank,,HDFC,,,,,,,,,,,,,,,Chennai,46/1,600042,Velachery Main Road,"Mo-Sa 09:30-15:30; Su off; Sa[2,4] off",+91 75739 19585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1926138 12.968401),bank,yes,Canara Bank,Q2003777,en:Canara Bank,Canara Bank,Canara Bank,,Madipakkam Branch,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,ਕੇਨਰਾ ਬੈਂਕ,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1885798 12.9834898),bank,yes,Kotak Mahindra Bank,Q2040404,en:Kotak Mahindra Bank,Kotak Mahindra Bank,,,,,,,,,,,,,,,,,Chennai,14/2,600061,4th Main Road,Mo-Sa 09:30-16:30; Su off,+91 96291 64104,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2405354 13.0414167),bank,,IDBI Bank,Q3633485,en:IDBI Bank,IDBI Bank,,IDBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2409637 13.0424979),bank,,Federal Bank,Q2044983,en:Federal Bank,Federal Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.243722 13.0465972),bank,,Standard Chartered,Q548278,en:Standard Chartered,Standard Chartered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2439151 13.0474462),bank,,IndusInd Bank,Q2040323,en:IndusInd Bank,IndusInd Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2470006 13.0615431),bank,yes,State Bank of India,Q1340361,en:State Bank of India,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1795548 13.0910254),bank,,,,,Catholic bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1814386 13.0496017),bank,,Punjab National Bank,Q2743499,en:Punjab National Bank,Punjab National Bank,,,Alwarthirunagar,,,,,,,,,,,,,,,,,,,,,,Punjab national Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.206025 12.9654607),bank,yes,ICICI Bank,Q1653258,en:ICICI Bank,ICICI Bank,,ICICI,Madipakkam Sadasivam Nagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2277184 12.901192),bank,,Axis Bank,Q2003549,,Axis Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2295065 12.9164577),bank,,ICICI Bank,Q1653258,,ICICI Bank,,ICICI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.227515 13.0526273),bank,,Bank of Baroda,Q2003797,,Bank of Baroda,,,,,,,,,,,,,,,,,,10,,UI Colony 1st Main Road,Mo-Sa 10:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.285707 13.0904391),bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2877796 13.0905203),bank,,Indian Overseas Bank,Q2003611,,Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2478174 13.0630797),bank,,Kotak Mahindra Bank,Q2040404,,Kotak Mahindra Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2478663 13.063778),bank,,Central Bank of India,Q2007090,,Central Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2451858 13.061924),bank,yes,HDFC Bank,Q631047,,HDFC Bank,,HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1830587 12.9771337),bank,yes,Federal Bank,Q2044983,,Federal Bank,,,,,,,,,,,,,,,,,,,,,,,,,Federal Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1917861 12.9730716),bank,,Indian Bank,Q2003789,,Indian Bank,,,Puzhuthivakkam Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2432306 13.0607949),bank,,Tamilnad Mercantile Bank Limited,Q2044991,,Tamilnad Mercantile Bank Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2883195 13.0896476),bank,,Punjab & Sind Bank,Q2003302,,Punjab & Sind Bank,Punjab & Sind Bank,,,,Punjab & Sind Bank,पंजाब एण्ड सिंध बैंक,,,,پنجاب اینڈ سندھ بینک,,पंजाब एण्ड सिंध बैंक,,ਪੰਜਾਬ ਐਂਡ ਸਿੰਧ ਬੈਂਕ,,پنجاب اینڈ سندھ بینک,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://punjabandsindbank.co.in/,,,,,,,,,,,,,,,
POINT (80.2883011 13.0892806),bank,,IDBI Bank,Q3633485,,IDBI Bank,,IDBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2886111 13.0897924),bank,,HDFC Bank,Q631047,,HDFC Bank,,HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2896312 13.0894323),bank,,Canara Bank,Q2003777,,Canara Bank,Canara Bank,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2898299 13.0893372),bank,,ICICI Bank,Q1653258,,ICICI Bank,,ICICI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2898735 13.0898848),bank,,Bank of Baroda,Q2003797,,Bank of Baroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2859233 13.0886961),bank,,Citibank,Q857063,,Citibank,,Citi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2882337 13.0912179),bank,,Karur Vysya Bank,Q6373724,,Karur Vysya Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2882875 13.0915085),bank,,Punjab National Bank,Q2743499,,Punjab National Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2886227 13.092583),bank,,,,,Chennai Central Cooperative Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2893867 13.0910043),bank,,Punjab National Bank,Q2743499,,Punjab National Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2920476 13.0950595),bank,,Indian Bank,Q2003789,,Indian Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2860215 13.0943159),bank,,Canara Bank,Q2003777,,Canara Bank,Canara Bank,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2811801 13.0880096),bank,,Axis Bank,Q2003549,,Axis Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2014673 13.1237155),bank,,Indian Overseas Bank,Q2003611,,Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2919861 13.0940733),bank,,IndusInd Bank,Q2040323,,IndusInd Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2919568 13.0939502),bank,,Bank of Baroda,Q2003797,,Bank of Baroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2908288 13.0925719),bank,,Central Bank of India,Q2007090,,Central Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2859411 13.0934769),bank,,Central Bank of India,Q2007090,,Central Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2857288 13.0921637),bank,,HDFC Bank,Q631047,,HDFC Bank,,HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.289276 13.094153),bank,,Kotak Mahindra Bank,Q2040404,,Kotak Mahindra Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2892979 13.0955495),bank,,Indian Overseas Bank,Q2003611,,Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2885113 13.0944032),bank,,Union Bank of India,Q2004078,,Union Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2763808 13.0928991),bank,,Indian Overseas Bank,Q2003611,,Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2666103 13.0646953),bank,,AU Small Finance Bank,Q48729722,,AU Small Finance Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2871168 13.100929),bank,,IndusInd Bank,Q2040323,,IndusInd Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2867529 13.0985611),bank,,ICICI Bank,Q1653258,,ICICI Bank,,ICICI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2782617 13.0579451),bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2934208 13.0982603),bank,,Union Bank of India,Q2004078,,Union Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2676265 12.9985753),bank,,Indian Overseas Bank,Q2003611,,Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2676437 12.997959),bank,,RBL Bank,Q13120398,,RBL Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2649164 13.0639909),bank,,Central Bank of India,Q2007090,,Central Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2573104 13.0581073),bank,,City Union Bank,Q2040264,,City Union Bank,City Union Bank,CUB,,,City Union Bank,सिटी यूनियन बैंक,,,,,,सिटी यूनियन बैंक,,,,,,,,,,,,,,சிட்டி யூனியன் வங்கி,சிட்டி யூனியன் வங்கி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2572934 13.0575953),bank,,ICICI Bank,Q1653258,,ICICI Bank,,ICICI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2696498 13.0669011),bank,,Bank of India,Q2004439,,Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2864233 13.0978333),bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2864655 13.0979556),bank,,Indian Overseas Bank,Q2003611,,Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2475129 13.0437398),bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2475424 13.0439058),bank,,Union Bank of India,Q2004078,,Union Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.247527 13.0438069),bank,,Karur Vysya Bank,Q6373724,,Karur Vysya Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2900699 13.1002164),bank,,Indian Bank,Q2003789,,Indian Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2421664 12.9597516),bank,yes,Union Bank of India,Q2004078,,Union Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2511496 13.0791182),bank,,IndusInd Bank,Q2040323,,IndusInd Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2810679 13.0875244),bank,,Bank of Baroda,Q2003797,,Bank of Baroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2824543 13.0910449),bank,,Karur Vysya Bank,Q6373724,,Karur Vysya Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2761978 13.0909564),bank,,ICICI Bank,Q1653258,,ICICI Bank,,ICICI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2754395 13.0908284),bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2754412 13.0907101),bank,,Karnataka Bank,Q2042632,,Karnataka Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2793192 13.0934942),bank,,Kotak Mahindra Bank,Q2040404,,Kotak Mahindra Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2793254 13.0935349),bank,,Yes Bank,Q2040394,,Yes Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2828391 13.0630659),bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2817607 13.0931039),bank,,Kotak Mahindra Bank,Q2040404,,Kotak Mahindra Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2800933 13.0981266),bank,,Punjab National Bank,Q2743499,,Punjab National Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2800858 13.0980168),bank,,HDFC Bank,Q631047,,HDFC Bank,,HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2798139 13.0975467),bank,,Indian Overseas Bank,Q2003611,,Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2816277 13.0919694),bank,,State Bank of India,Q1340361,,State Bank of India,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2813271 13.0912662),bank,,Canara Bank,Q2003777,,Canara Bank,Canara Bank,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1794164 13.0833919),bank,,Indian Bank,Q2003789,,Indian Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1748717 13.0835508),bank,,HDFC Bank,Q631047,,HDFC Bank,,HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.17465 13.0835161),bank,,ICICI Bank,Q1653258,,ICICI Bank,,ICICI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1750754 13.0839064),bank,,Canara Bank,Q2003777,,Canara Bank,Canara Bank,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,کینرا بینک,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1747928 13.0838234),bank,,UCO Bank,Q2005310,,UCO Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.218097 12.9806179),bank,,IndusInd Bank,Q2040323,,IndusInd Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2180783 12.9806589),bank,,Kotak Mahindra Bank,Q2040404,,Kotak Mahindra Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
